sentence,clean_text,sentimen,label_sentimen
"one of the best mcdonald di Jakarta, ada mc cafe, tempatnya cukup luas, ada playground buat anak anak dan yg paling bikin kagum service nya, baru juga pesen di kasir otomatisnya, nyari kursi, 1 menit kemudian udh dianter ke meja, bravo 👏 …","one of the best mcdonald jakarta, mc cafe, tempatnya luas, playground anak anak yg bikin kagum service nya, pesen kasir otomatisnya, nyari kursi, 1 menit udh dianter meja, bravo 👏 …",0.6369,1
Pas jd tempat nongkrong...👍👍 …,pas jd nongkrong...👍👍 …,0.0,0
Posisi mcd ini sangat strategis. Atau karna memang deket kampus saya ya? Hmm Jangan lups jajan di mcd(kalo lagi ada promo) ya,posisi mcd strategis. karna deket kampus ya? hmm lups jajan mcd(kalo promo) ya,0.0,0
Makin kumplid.. Ada Mc'cafe nya dan antri nya skarang sudah tertib ga parah lg,kumplid.. mc'cafe nya antri nya skarang tertib ga parah lg,0.0,0
Prokes di saat pandemi bagus. Pengunjung dibatasi. Pelayanannya jg ramah.,prokes pandemi bagus. pengunjung dibatasi. pelayanannya jg ramah.,0.0,0
"Makanan bervariasi, ada tempat mainan anak, dibuatkan balon mainan sama kakak macdonald yang baik dan cantik, kalau bisa untuk tongkrongan jangan lama2 kasihan yang bawa anak2 diajak makan🙏 …","makanan bervariasi, mainan anak, dibuatkan balon mainan kakak macdonald cantik, tongkrongan lama2 kasihan bawa anak2 diajak makan🙏 …",0.0,0
"Nyaman, buka 24 jam, bersih, bnyak promo kartu kredit","nyaman, buka 24 jam, bersih, bnyak promo kartu kredit",0.0,0
Tempatnya nyaman buat yg cr makan wkt dini hari...,tempatnya nyaman yg cr makan wkt hari...,0.0,0
"beli eskrim doang pake drive thru, dilayanin nya ramah bgt🤣🙏🏻 …","beli eskrim doang pake drive thru, dilayanin nya ramah bgt🤣🙏🏻 …",0.0,0
Hari ini cm ngantri drive thru. Beli es krim supaya kepala ga keluar asep krn panasnya hari ini.,cm ngantri drive thru. beli es krim kepala ga asep krn panasnya ini.,0.0,0
"Tempat yang selalu rame, jadi mending drive thru atau take away aja. Karena terlalu rame jadi kadang suka gak nyaman karena terlalu berisik. Buat yang pengen nongkrong tenang gak pilih disini kayaknya...","rame, mending drive thru take away aja. rame kadang suka gak nyaman berisik. pengen nongkrong tenang gak pilih kayaknya...",0.0,0
"Lokasi strategis, luas, pelayanan ramah","lokasi strategis, luas, pelayanan ramah",0.0,0
Pelayanan oke rasa oke dan promonya banyak hihihihi,pelayanan oke oke promonya hihihihi,0.0,0
Tempat nya moodie bgt buat nongkrong tapi inget harus tetap jaga jarak ya hehe,nya moodie bgt nongkrong inget jaga jarak ya hehe,0.0,0
"Lokasi nya strategis, tempat nya juga enak, cocok buat kongkow bareng teman, keluarga &anak","lokasi nya strategis, nya enak, cocok kongkow bareng teman, keluarga &anak",0.0,0
"Kesini pas pengen bangeet ice cream cone, eh ada menu baru. Langsung cicip deh, sukaaaa bangeeet sih ini💕💕💕 …","kesini pas pengen bangeet ice cream cone, eh menu baru. langsung cicip deh, sukaaaa bangeeet sih ini💕💕💕 …",0.0,0
"tempatnya lumayan cozy, kalo lagi ndak rame yaah... :) bangunannya jauh lebih besar dari mcd pahlawan revolusi, french friesnya juga jauh lebih crunchy","tempatnya lumayan cozy, kalo ndak rame yaah... :) bangunannya mcd pahlawan revolusi, french friesnya crunchy",0.4588,1
Ini menjadi tempat favorit buat beli makan siang. Ramai juga dengan anak anak sekolah dan Tempat parkirnya yg cukup luas. Dan sekarang sudah sangat dipermudah dengan pemesanan menu nya melalui layar yg ada didekat pintu masuk. Setelah order …,favorit beli makan siang. ramai anak anak sekolah parkirnya yg luas. dipermudah pemesanan menu nya layar yg didekat pintu masuk. order …,0.0,0
Hindari berkunjung atau beli bertepatan dengan waktu sore karena biasanya rame,hindari berkunjung beli bertepatan sore rame,-0.3612,0
Enak dan murah. . Mandi beryani 15k,enak murah. . mandi beryani 15k,0.0,0
Bisa buat pake laptop ada freewifi dan steker utk charger gratis ... sambil makan n minum ngobrol santai ada tv music n full Ac ... ada smoking Areanya dan toilet juga musholla ... kereen di hook tempatnya freeparkir luas ada drivethru …,pake laptop freewifi steker utk charger gratis ... makan n minum ngobrol santai tv music n full ac ... smoking areanya toilet musholla ... kereen hook tempatnya freeparkir luas drivethru …,0.0516,1
Menu baru nih. Yg suka keju merapat 😆 …,menu nih. yg suka keju merapat 😆 …,0.0,0
"MCD yang ga pernah sepi, lokasi strategis, tapi buat yang pakai mobil agak tricky ke sini karena posisinya dekat lampu merah jadi harus konsentrasi terhadap traffic-light disini agar mudah utk masuk-keluar","mcd ga sepi, lokasi strategis, pakai mobil tricky posisinya lampu merah konsentrasi traffic-light mudah utk masuk-keluar",-0.1531,0
Semoga pelayan buat ojol lebih cepet. Maksudnya. Kalo udah banyak ordern online yang masuk di stop/ tunda dulu ( di batasi ) jadinya driver online nganti tidak sampai 30 menit bahkan bisa sampai 1 jam. 🙏🙏 …,semoga pelayan ojol cepet. maksudnya. kalo udah ordern online masuk stop/ tunda ( batasi ) driver online nganti 30 menit 1 jam. 🙏🙏 …,0.0,0
Pelayanan keren Rasa standard Frenchies,pelayanan keren standard frenchies,0.0,0
"Very cozy place, open 24hrs. Great place, free wifi. Friendly staff 🥰 …","very cozy place, open 24hrs. great place, free wifi. friendly staff 🥰 …",0.891,1
"Enak tempatnya cozi banget buat nongki2 bebas berekpresi dengan kawan, sodara maupyb family....mantap deh","enak tempatnya cozi banget nongki2 bebas berekpresi kawan, sodara maupyb family....mantap deh",0.0,0
"Rame terus,,, apa lagi meja yg ada colokan buat ngecas,,, lokasi juga dipinggir jalan,,, sebelahan sama burger king,,,","rame terus,,, meja yg colokan ngecas,,, lokasi dipinggir jalan,,, sebelahan burger king,,,",0.0,0
Pelayanan sangat memuaskan. Penerapan protokol kesehatan sangat diterapkan. Good,pelayanan memuaskan. penerapan protokol kesehatan diterapkan. good,0.4404,1
Strategis. Kalau weekend (Sabtu dan Minggu) ada mobil SIM Keliling area Jaktim di sebelahnya sampai jam 12.,strategis. weekend (sabtu minggu) mobil sim keliling area jaktim sebelahnya jam 12.,0.0,0
"Mc D orang2 pasti sudah tau bagaimana kualitas layanan & makanannya, letak yang strategis di persimpangan Jl. Radin Inten 2 dengan Jl. Kolonel Sugiono sangat mudah dijangkau, buka 24 jam selalu siap sedia menuntaskan rasa lapar Anda 😆 …","mc d orang2 tau kualitas layanan & makanannya, letak strategis persimpangan jl. radin inten 2 jl. kolonel sugiono mudah dijangkau, buka 24 jam sedia menuntaskan lapar 😆 …",0.0,0
"Cari-cari mcd yang ada choco frappe karena istri ngidam dan Ketemu disini, jadi cocok buat kamu yang punya istri atau pasangan yang lagi ngidam choco frappe. …","cari-cari mcd choco frappe istri ngidam ketemu disini, cocok istri pasangan ngidam choco frappe. …",0.0,0
"Kepintaran McD dalam mencari lokasi yang tepat menunjang keberhasilan menarik konsumen. Soal makanan sulit tertandingi, hanya beberapa yang bs menandingi fast food ini.","kepintaran mcd mencari lokasi menunjang keberhasilan menarik konsumen. makanan sulit tertandingi, bs menandingi fast food ini.",0.0,0
"Tempatnya mudah dicari,buat nongkrong 24 jam, suasana pas di perempatan dekat bkt dan layanannya cepat dan cekatan","tempatnya mudah dicari,buat nongkrong 24 jam, suasana pas perempatan bkt layanannya cepat cekatan",0.0,0
"Tempat makan cepat saji yang cukup familiar untuk warga di sekitar Buaran, Pondok Bambu, Duren Sawit, dan sekitarnya. Melayani makan di tempat dan dibawa pulang. Untuk pemesanan makan di tempat sudah menggunakan sistem pemesanan langsung …","makan cepat saji familiar warga buaran, pondok bambu, duren sawit, sekitarnya. melayani makan dibawa pulang. pemesanan makan sistem pemesanan langsung …",0.0,0
Pintu masuk dan keluar ada 2. Pas mau antri drive thru pas edisi promo Minions tray banyak mobil masuk dari pintu 1 dan 2 jadinya antriannya antriannya semrawut. Mohon di atur saat mau masuk antrian. Terima kasih,pintu masuk 2. pas antri drive thru pas edisi promo minions tray mobil masuk pintu 1 2 antriannya antriannya semrawut. mohon atur masuk antrian. terima kasih,0.0,0
"Untuk pelayanan nya ramah ramah, kebetulan anakku ikut McKids dan penjelasan kakaknya baik juga menyenangkan. Yang minat ikut McKids bisa datang langsung ke Mcd ini ya bila dekat, tinggal info ke kakaknya kalau mau daftar McKids. Seru loh 😁 …","pelayanan nya ramah ramah, anakku mckids penjelasan kakaknya menyenangkan. minat mckids langsung mcd ya dekat, tinggal info kakaknya daftar mckids. seru loh 😁 …",0.0,0
